用户ID,实验分组,年龄段,性别,设备类型,页面停留时间(秒),是否转化,点击次数
AB09632,B组(实验组),45+,男,iOS,182.65245436091283,0,4
AB09633,A组(对照组),25-34,男,PC,64.05768541960659,0,6
AB09634,A组(对照组),18-24,男,Android,92.20728558568116,0,1
AB09635,B组(实验组),18-24,男,Android,9.898859680204009,0,7
AB09636,A组(对照组),45+,女,Android,38.86650731326838,0,6
AB09637,B组(实验组),35-44,女,iOS,197.5809217024393,0,3
AB09638,B组(实验组),18-24,男,iOS,35.98811037763634,0,6
AB09639,B组(实验组),25-34,女,iOS,37.38785733455462,0,4
AB09640,A组(对照组),25-34,女,Android,31.467564160838098,0,4
AB09641,A组(对照组),25-34,男,Android,78.68753891857563,0,2
AB09642,A组(对照组),45+,女,PC,81.9077944844762,0,5
AB09643,A组(对照组),45+,女,PC,79.95027989240356,0,3
AB09644,A组(对照组),45+,女,Android,17.136126073547608,0,4
AB09645,A组(对照组),18-24,女,Android,22.76738411958586,0,3
AB09646,A组(对照组),45+,女,Android,24.80663764457117,0,6
AB09647,B组(实验组),25-34,男,PC,32.273067130743314,0,3
AB09648,A组(对照组),25-34,男,Android,13.464807606408922,0,4
AB09649,A组(对照组),25-34,男,PC,10.667472692469383,0,5
AB09650,B组(实验组),25-34,女,Android,17.217116784237646,0,6
AB09651,B组(实验组),35-44,男,Android,111.58327978467635,0,4
AB09652,B组(实验组),25-34,男,Android,16.21955825633888,0,4
AB09653,A组(对照组),35-44,男,iOS,32.25600050552,0,5
AB09654,A组(对照组),35-44,男,Android,155.3737788720455,0,4
AB09655,B组(实验组),45+,男,Android,1.4605007504268244,0,4
AB09656,B组(实验组),35-44,女,PC,79.91266379797604,0,6
AB09657,B组(实验组),35-44,女,iOS,4.308864598980942,0,3
AB09658,B组(实验组),18-24,女,Android,3.9634876713225573,0,3
AB09659,A组(对照组),18-24,男,PC,189.70688874443113,0,7
AB09660,B组(实验组),45+,女,iOS,308.27538222391496,0,8
AB09661,A组(对照组),18-24,女,iOS,70.86991081022654,0,5
AB09662,A组(对照组),18-24,男,PC,18.197509537067273,0,8
AB09663,A组(对照组),45+,男,PC,16.995855146017142,0,3
AB09664,A组(对照组),35-44,男,Android,23.824543790560217,0,6
AB09665,B组(实验组),18-24,男,iOS,50.297624646466524,0,6
AB09666,B组(实验组),35-44,女,PC,41.32987917171946,1,2
AB09667,B组(实验组),18-24,女,iOS,82.72578085538292,0,4
AB09668,B组(实验组),35-44,男,iOS,49.69108811527653,0,6
AB09669,A组(对照组),25-34,女,Android,21.7174726213694,0,5
AB09670,A组(对照组),18-24,女,Android,57.764730003650925,0,3
AB09671,B组(实验组),18-24,女,iOS,79.81129290262751,0,4
AB09672,A组(对照组),18-24,女,PC,75.79198879950783,1,5
AB09673,B组(实验组),35-44,男,Android,26.978606622148646,0,5
AB09674,B组(实验组),45+,女,iOS,28.19342060810469,0,8
AB09675,A组(对照组),45+,男,iOS,48.134667436598285,0,6
AB09676,B组(实验组),45+,女,iOS,146.25645501898805,0,5
AB09677,B组(实验组),45+,女,iOS,118.51892515335891,0,7
AB09678,A组(对照组),45+,女,PC,10.430415498054836,0,3
AB09679,A组(对照组),45+,男,PC,65.7084994782104,1,6
AB09680,A组(对照组),25-34,女,iOS,56.932056550498984,1,2
AB09681,A组(对照组),25-34,男,Android,8.076200921821755,0,5
AB09682,A组(对照组),35-44,女,Android,8.573028771757146,0,1
AB09683,A组(对照组),18-24,男,PC,44.44161383510855,1,7
AB09684,A组(对照组),18-24,男,iOS,205.02943009092155,0,1
AB09685,A组(对照组),25-34,女,Android,10.407594179569763,0,3
AB09686,A组(对照组),35-44,男,Android,48.69616842783762,0,4
AB09687,A组(对照组),35-44,女,PC,5.6266869999782845,0,6
AB09688,A组(对照组),35-44,男,PC,3.025368572752395,0,3
AB09689,A组(对照组),18-24,女,iOS,36.214520561935174,0,6
AB09690,A组(对照组),35-44,男,PC,141.48188931581277,0,4
AB09691,B组(实验组),45+,女,PC,62.46846402500998,1,8
AB09692,B组(实验组),25-34,女,Android,20.55699523672995,1,5
AB09693,A组(对照组),25-34,男,Android,16.254246405669065,0,4
AB09694,B组(实验组),45+,男,PC,35.226627229202755,0,3
AB09695,A组(对照组),25-34,男,iOS,0.6861668312735115,0,5
AB09696,B组(实验组),25-34,女,PC,21.12005570352758,0,3
AB09697,A组(对照组),18-24,男,PC,31.566981395764216,0,9
AB09698,B组(实验组),25-34,男,PC,15.9271562181886,0,6
AB09699,B组(实验组),35-44,男,PC,121.23585578456581,0,5
AB09700,B组(实验组),25-34,女,Android,38.48253634250462,0,4
AB09701,A组(对照组),35-44,男,Android,61.04220285868123,0,11
AB09702,A组(对照组),18-24,男,Android,131.57792623122654,0,5
AB09703,B组(实验组),18-24,女,iOS,535.0890455081494,1,4
AB09704,B组(实验组),35-44,女,iOS,71.64129480520023,0,3
AB09705,B组(实验组),25-34,女,iOS,403.9643876043593,0,3
AB09706,B组(实验组),35-44,男,iOS,88.84986911991237,0,3
AB09707,A组(对照组),18-24,男,PC,35.825711787957964,1,4
AB09708,A组(对照组),18-24,女,iOS,154.95694222457863,0,3
AB09709,A组(对照组),25-34,男,Android,79.28809501230995,0,6
AB09710,B组(实验组),45+,女,Android,6.73711356011423,1,5
AB09711,B组(实验组),35-44,男,PC,35.13479795822031,0,3
AB09712,B组(实验组),18-24,女,iOS,150.46557467023996,0,1
AB09713,A组(对照组),35-44,女,PC,17.76708354435715,0,5
AB09714,B组(实验组),35-44,女,iOS,253.9366827254653,0,2
AB09715,A组(对照组),35-44,女,iOS,25.75344615659817,0,7
AB09716,B组(实验组),45+,男,iOS,70.70244932544593,0,4
AB09717,A组(对照组),45+,女,iOS,7.091742318110243,0,4
AB09718,B组(实验组),35-44,女,PC,2.946458091470335,0,8
AB09719,A组(对照组),45+,女,iOS,242.88260998898775,0,0
AB09720,A组(对照组),25-34,男,PC,61.42405849921526,0,5
AB09721,A组(对照组),25-34,男,PC,118.990195600339,0,9
AB09722,B组(实验组),35-44,男,PC,90.54355938302297,0,7
AB09723,A组(对照组),18-24,男,Android,63.918463737064435,0,5
AB09724,A组(对照组),45+,男,PC,90.98431929189756,0,3
AB09725,B组(实验组),25-34,女,iOS,6.8774168288263935,0,6
AB09726,A组(对照组),25-34,女,PC,20.195633775718818,0,8
AB09727,B组(实验组),35-44,女,Android,27.26849609858209,0,7
AB09728,B组(实验组),35-44,女,PC,2.2783168899316064,0,6
AB09729,A组(对照组),45+,女,Android,0.4974763707847895,0,5
AB09730,B组(实验组),35-44,男,PC,54.03908040595386,0,6
AB09731,B组(实验组),45+,女,iOS,170.17080743601454,0,5
AB09732,A组(对照组),45+,男,PC,52.52238739795739,0,2
AB09733,A组(对照组),35-44,女,iOS,33.257079454978275,0,10
AB09734,B组(实验组),45+,女,iOS,3.0125703012462517,0,7
AB09735,B组(实验组),25-34,男,PC,113.5682582331026,0,8
AB09736,B组(实验组),18-24,男,PC,159.7220766180746,0,5
AB09737,A组(对照组),45+,男,iOS,25.136215419175574,0,7
AB09738,B组(实验组),35-44,男,Android,4.203848861087394,0,5
AB09739,A组(对照组),35-44,男,iOS,19.421230118154686,0,5
AB09740,A组(对照组),25-34,女,iOS,0.34675628418480114,0,3
AB09741,A组(对照组),25-34,男,PC,27.06082532055527,0,3
AB09742,B组(实验组),45+,女,iOS,35.393956291970895,0,4
AB09743,A组(对照组),35-44,男,PC,13.713597819580203,0,6
AB09744,A组(对照组),45+,女,iOS,27.586228627904116,0,6
AB09745,B组(实验组),25-34,女,iOS,197.82527388649362,0,5
AB09746,B组(实验组),45+,女,PC,41.40257396484666,0,4
AB09747,A组(对照组),45+,男,Android,57.12820525506016,0,5
AB09748,A组(对照组),18-24,女,PC,58.52151952582645,0,2
AB09749,B组(实验组),45+,女,iOS,63.58728636614093,0,3
AB09750,B组(实验组),45+,男,iOS,25.488381698196573,0,7
AB09751,B组(实验组),25-34,女,PC,91.15302514112769,0,4
AB09752,B组(实验组),25-34,女,PC,23.374203586542254,0,3
AB09753,A组(对照组),18-24,男,PC,163.19279112338987,1,6
AB09754,B组(实验组),18-24,女,PC,68.07338421186745,1,4
AB09755,B组(实验组),35-44,女,iOS,44.40017896357175,1,4
AB09756,A组(对照组),45+,女,Android,185.46250030992107,0,4
AB09757,B组(实验组),45+,男,iOS,169.40689307831087,0,6
AB09758,A组(对照组),25-34,女,iOS,71.99388733984802,0,1
AB09759,A组(对照组),45+,男,PC,116.55412007050296,1,7
AB09760,B组(实验组),45+,女,Android,50.22426867673545,0,8
AB09761,B组(实验组),18-24,男,iOS,54.87386645434941,0,7
AB09762,B组(实验组),35-44,男,PC,24.010844582061097,0,5
AB09763,A组(对照组),25-34,男,PC,49.27405652663804,0,2
AB09764,B组(实验组),45+,女,PC,151.8620476582509,1,2
AB09765,B组(实验组),18-24,男,Android,24.223737374098633,0,2
AB09766,A组(对照组),18-24,男,iOS,97.62852787084252,0,4
AB09767,B组(实验组),18-24,女,Android,20.987502502201394,0,3
AB09768,B组(实验组),25-34,女,iOS,2.68265845514527,1,7
AB09769,B组(实验组),45+,男,Android,59.24340537313838,0,8
AB09770,B组(实验组),35-44,女,Android,118.80596501607356,0,4
AB09771,A组(对照组),18-24,女,Android,79.47680337551296,0,5
AB09772,B组(实验组),45+,男,iOS,28.3635648286779,0,2
AB09773,B组(实验组),25-34,女,Android,36.5846590561734,0,2
AB09774,B组(实验组),25-34,女,PC,34.33749581627474,0,5
AB09775,B组(实验组),35-44,男,Android,139.35723056639156,0,6
AB09776,A组(对照组),45+,男,PC,0.06891074283024406,0,8
AB09777,A组(对照组),35-44,女,PC,107.7292665449344,0,2
AB09778,B组(实验组),25-34,女,iOS,136.5368718105513,0,3
AB09779,B组(实验组),18-24,男,PC,69.09269513625901,0,4
AB09780,B组(实验组),35-44,男,Android,47.51908935347347,0,5
AB09781,B组(实验组),35-44,女,PC,70.63089014933776,0,2
AB09782,B组(实验组),18-24,男,Android,171.5314999499913,0,7
AB09783,A组(对照组),18-24,女,iOS,63.38537705511559,0,4
AB09784,B组(实验组),25-34,女,PC,313.92180521162425,1,4
AB09785,B组(实验组),35-44,男,PC,52.31914909325024,0,7
AB09786,A组(对照组),35-44,男,iOS,31.81800156221946,0,6
AB09787,A组(对照组),35-44,女,iOS,20.100066705854662,0,3
AB09788,B组(实验组),25-34,男,PC,2.658565142971145,0,6
AB09789,B组(实验组),35-44,女,iOS,20.554765261309722,0,2
AB09790,A组(对照组),18-24,女,iOS,36.65283122158596,0,6
AB09791,B组(实验组),35-44,女,Android,1.759029884902031,0,6
AB09792,A组(对照组),18-24,女,iOS,172.25119452002437,0,9
AB09793,A组(对照组),35-44,女,iOS,21.886818929835734,0,2
AB09794,A组(对照组),18-24,男,PC,11.532674283362033,0,4
AB09795,B组(实验组),25-34,男,Android,127.57812189698083,1,8
AB09796,B组(实验组),25-34,男,PC,46.99850201096302,0,1
AB09797,B组(实验组),45+,女,PC,188.90774656944677,0,7
AB09798,B组(实验组),18-24,女,Android,78.43047886890594,0,4
AB09799,B组(实验组),45+,男,PC,82.34374333165442,0,7
AB09800,B组(实验组),45+,女,PC,16.42814049076031,0,4
AB09801,B组(实验组),18-24,女,Android,126.94089238968095,0,6
AB09802,A组(对照组),35-44,女,iOS,54.44850171808657,0,7
AB09803,B组(实验组),25-34,女,iOS,38.37441560994021,0,2
AB09804,B组(实验组),25-34,女,PC,38.475568712166016,0,7
AB09805,B组(实验组),45+,男,PC,7.578071908705393,0,4
AB09806,B组(实验组),45+,女,iOS,89.86527484317213,1,6
AB09807,B组(实验组),18-24,男,PC,58.32190891390864,0,4
AB09808,A组(对照组),35-44,女,iOS,122.60458356125325,0,5
AB09809,A组(对照组),35-44,女,iOS,142.5846019330677,0,5
AB09810,B组(实验组),45+,男,iOS,17.09396825430341,0,5
AB09811,A组(对照组),45+,女,Android,12.323349550466569,0,6
AB09812,B组(实验组),45+,男,PC,93.26598706627463,0,8
AB09813,B组(实验组),18-24,男,PC,9.098885697055556,0,7
AB09814,A组(对照组),45+,女,iOS,72.57404895468625,0,4
AB09815,B组(实验组),25-34,男,iOS,125.14003701191872,0,2
AB09816,A组(对照组),18-24,女,PC,59.531863650767086,0,5
AB09817,A组(对照组),45+,男,Android,10.169371185410629,0,6
AB09818,B组(实验组),45+,男,iOS,52.824339204130844,0,4
AB09819,A组(对照组),25-34,女,Android,27.194967199290563,0,5
AB09820,B组(实验组),25-34,男,iOS,59.83855383857037,0,6
AB09821,A组(对照组),35-44,女,Android,12.381934452081069,0,7
AB09822,A组(对照组),35-44,女,iOS,50.89169899878009,0,5
AB09823,A组(对照组),18-24,男,PC,7.911073123943135,0,8
AB09824,B组(实验组),25-34,女,iOS,34.08729413607776,0,6
AB09825,A组(对照组),25-34,女,PC,46.496078838553906,0,6
AB09826,A组(对照组),25-34,女,PC,25.48012561714067,0,4
AB09827,A组(对照组),18-24,男,iOS,135.47137355510955,0,5
AB09828,A组(对照组),18-24,女,PC,18.176027867256877,0,8
AB09829,B组(实验组),25-34,女,Android,8.01194339002026,0,4
AB09830,A组(对照组),35-44,女,Android,153.82499538545508,0,8
AB09831,B组(实验组),35-44,女,PC,62.721432420006735,0,4
AB09832,A组(对照组),45+,男,PC,1.6507996488407901,0,2
AB09833,B组(实验组),45+,男,iOS,56.185687122723195,0,6
AB09834,B组(实验组),35-44,男,iOS,127.87923261770055,0,2
AB09835,B组(实验组),45+,女,iOS,74.41377321907791,0,4
AB09836,B组(实验组),45+,男,iOS,34.79768503506848,0,9
AB09837,A组(对照组),45+,男,iOS,251.11829185331456,0,7
AB09838,A组(对照组),35-44,女,PC,2.97952152734097,0,5
AB09839,B组(实验组),45+,女,PC,88.02871643635854,0,4
AB09840,B组(实验组),45+,男,PC,73.06968887962445,0,2
AB09841,B组(实验组),25-34,女,Android,4.623955019216618,0,8
AB09842,B组(实验组),25-34,男,PC,77.057929870088,0,6
AB09843,B组(实验组),25-34,女,iOS,67.298555232833,0,8
AB09844,B组(实验组),25-34,男,iOS,59.25919615113601,0,3
AB09845,A组(对照组),45+,女,PC,133.20924013110692,0,6
AB09846,B组(实验组),18-24,女,iOS,69.69920055463649,1,5
AB09847,A组(对照组),25-34,男,PC,54.52872783058426,0,8
AB09848,A组(对照组),35-44,女,Android,31.09294716148056,0,7
AB09849,B组(实验组),45+,男,Android,19.009990743744652,0,7
AB09850,A组(对照组),35-44,男,PC,11.896596498346742,0,6
AB09851,B组(实验组),25-34,女,Android,132.97408155480372,0,6
AB09852,A组(对照组),18-24,女,iOS,77.15769690500622,0,5
AB09853,B组(实验组),18-24,男,iOS,15.047586270630152,0,8
AB09854,B组(实验组),25-34,男,Android,9.319515130328764,0,4
AB09855,A组(对照组),35-44,女,Android,42.87064931076462,0,7
AB09856,B组(实验组),35-44,男,iOS,35.99258034428378,0,4
AB09857,B组(实验组),25-34,女,PC,3.597226724115591,0,4
AB09858,A组(对照组),18-24,女,iOS,4.385502949384188,0,7
AB09859,A组(对照组),35-44,女,iOS,172.06481928247894,0,2
AB09860,A组(对照组),45+,男,PC,214.0380693231585,0,7
AB09861,A组(对照组),25-34,男,PC,18.070706064382716,0,3
AB09862,A组(对照组),18-24,男,Android,139.4682962159432,0,7
AB09863,B组(实验组),18-24,女,PC,12.104461146789632,0,7
AB09864,A组(对照组),35-44,男,Android,78.40716033914268,0,4
AB09865,B组(实验组),25-34,女,PC,19.59640626881894,0,5
AB09866,A组(对照组),45+,女,Android,160.80074620593456,0,4
AB09867,B组(实验组),45+,女,iOS,23.5318068158672,0,4
AB09868,B组(实验组),35-44,女,PC,20.192221841999654,0,6
AB09869,B组(实验组),25-34,女,PC,70.07873251928413,0,4
AB09870,A组(对照组),45+,女,iOS,52.01335899033369,0,5
AB09871,A组(对照组),25-34,男,PC,20.497982793525974,0,4
AB09872,B组(实验组),18-24,女,iOS,13.475174897679302,0,4
AB09873,A组(对照组),35-44,女,PC,26.86580645455936,0,5
AB09874,A组(对照组),35-44,男,PC,11.59580718949159,0,5
AB09875,A组(对照组),18-24,男,Android,195.40204973435524,0,5
AB09876,B组(实验组),25-34,女,Android,19.535172672166375,0,3
AB09877,A组(对照组),45+,女,PC,3.8221752135811475,0,3
AB09878,A组(对照组),18-24,女,PC,13.894046190520921,0,8
AB09879,B组(实验组),25-34,男,PC,97.14788849141671,0,9
AB09880,B组(实验组),18-24,男,Android,6.594769280238964,0,3
AB09881,A组(对照组),25-34,女,Android,35.64623531665793,0,4
AB09882,A组(对照组),45+,男,Android,55.58387925417466,0,4
AB09883,B组(实验组),35-44,男,PC,40.250870157808315,0,6
AB09884,B组(实验组),18-24,女,Android,42.5818598494494,0,8
AB09885,B组(实验组),25-34,男,PC,29.17830637597607,0,6
AB09886,B组(实验组),35-44,女,iOS,7.8729954047220625,0,1
AB09887,A组(对照组),25-34,男,Android,32.65211575238693,0,5
AB09888,A组(对照组),18-24,女,iOS,2.5202060914922972,0,8
AB09889,B组(实验组),35-44,男,iOS,43.345050957400126,0,4
AB09890,B组(实验组),25-34,女,iOS,156.93371033897375,0,0
AB09891,B组(实验组),35-44,女,PC,25.253283487186295,0,9
AB09892,A组(对照组),25-34,女,Android,8.28131820737028,0,8
AB09893,B组(实验组),35-44,男,iOS,26.385403967244898,0,7
AB09894,A组(对照组),45+,女,PC,9.388061749871266,0,5
AB09895,A组(对照组),18-24,男,iOS,32.707430023326836,0,3
AB09896,B组(实验组),35-44,女,iOS,15.909561999324211,0,0
AB09897,B组(实验组),45+,女,Android,33.636719591744104,0,2
AB09898,A组(对照组),25-34,女,PC,83.05014517914748,1,6
AB09899,A组(对照组),45+,女,iOS,82.31521250708923,0,3
AB09900,A组(对照组),35-44,女,Android,17.91485297127946,0,5
AB09901,B组(实验组),35-44,女,iOS,411.6938373602527,0,3
AB09902,A组(对照组),45+,男,PC,22.01069901246646,0,5
AB09903,B组(实验组),25-34,男,iOS,86.2405620010734,0,5
AB09904,A组(对照组),25-34,男,iOS,32.65731717409991,0,4
AB09905,A组(对照组),18-24,男,iOS,115.63864047881641,1,4
AB09906,B组(实验组),45+,女,Android,61.13140542163173,0,3
AB09907,B组(实验组),35-44,男,iOS,36.452214277743806,0,4
AB09908,B组(实验组),25-34,男,PC,64.98105938763605,0,7
AB09909,A组(对照组),45+,女,Android,35.9588326274719,0,3
AB09910,B组(实验组),45+,男,PC,84.10357058856957,1,3
AB09911,B组(实验组),35-44,女,iOS,27.906347191209104,1,5
AB09912,A组(对照组),45+,女,Android,20.338827604214487,0,6
AB09913,B组(实验组),35-44,男,PC,19.56577203329926,1,2
AB09914,A组(对照组),45+,男,PC,26.489365988924444,0,5
AB09915,A组(对照组),45+,女,PC,29.552454475193542,0,6
AB09916,B组(实验组),25-34,男,PC,14.84247403593918,0,4
AB09917,B组(实验组),25-34,女,iOS,43.4543580044409,0,4
AB09918,A组(对照组),35-44,男,iOS,21.846703116462034,0,3
AB09919,B组(实验组),18-24,女,iOS,24.12641201589596,0,8
AB09920,A组(对照组),35-44,男,Android,9.56794783411656,0,10
AB09921,A组(对照组),35-44,女,iOS,36.92023696855616,0,8
AB09922,A组(对照组),45+,女,PC,18.494310580228515,0,8
AB09923,B组(实验组),25-34,男,PC,117.85705945577871,0,6
AB09924,A组(对照组),45+,男,PC,48.74500244450448,0,7
AB09925,B组(实验组),18-24,女,Android,129.19486495110567,0,2
AB09926,A组(对照组),45+,男,iOS,135.21895039680174,0,3
AB09927,A组(对照组),18-24,女,Android,51.75313238876358,0,7
AB09928,A组(对照组),25-34,男,iOS,32.970054220828175,0,8
AB09929,B组(实验组),45+,男,iOS,3.8673167370293857,0,8
AB09930,A组(对照组),35-44,男,iOS,30.562820818409246,0,2
AB09931,A组(对照组),35-44,女,PC,30.92366136841204,0,6
AB09932,A组(对照组),25-34,男,Android,44.59956399418792,0,5
AB09933,B组(实验组),45+,男,Android,72.10949849545874,1,7
AB09934,A组(对照组),35-44,女,Android,24.237465644349108,0,1
AB09935,B组(实验组),18-24,男,Android,17.617208297164986,0,2
AB09936,A组(对照组),45+,男,iOS,156.70108440797046,0,5
AB09937,A组(对照组),45+,男,Android,82.93840559984766,1,4
AB09938,A组(对照组),35-44,女,Android,7.529203189643581,0,8
AB09939,B组(实验组),45+,男,PC,95.519461760459,1,2
AB09940,B组(实验组),25-34,女,PC,95.88478810867672,0,4
AB09941,A组(对照组),45+,女,PC,201.86175134379513,0,5
AB09942,A组(对照组),45+,男,PC,46.088046452873776,0,7
AB09943,B组(实验组),18-24,女,iOS,6.9887372467496744,0,6
AB09944,B组(实验组),35-44,男,PC,23.815702176542068,0,5
AB09945,A组(对照组),25-34,女,PC,250.28982261920615,0,5
AB09946,A组(对照组),18-24,女,Android,29.76193851700888,0,3
AB09947,B组(实验组),25-34,女,Android,30.694647544952126,1,5
AB09948,B组(实验组),18-24,女,Android,4.778735770920197,1,9
AB09949,B组(实验组),45+,女,Android,98.06063603945907,0,4
